asn|vendor_id|sku_id|po_number|ordered_quantity|order_date|received_quantity|operation
asn4002||sku4002|po_4002|8004.5|2033-02-03|2403.2|INSERT
asn4003||sku4003|po_4003|8006.5|2033-02-04|2403.8|INSERT
asn4004||sku4004|po_4004|8008.5|2033-02-05|2404.4|INSERT
asn4005||sku4005|po_4005|8010.5|2033-02-06|2405|INSERT
asn4006||sku4006|po_4006|8012.5|2033-02-07|2405.6|INSERT
asn4007||sku4007|po_4007|8014.5|2033-02-08|2406.2|INSERT
asn4008||sku4008|po_4008|8016.5|2033-02-09|2406.8|INSERT
asn4009||sku4009|po_4009|8018.5|2033-02-10|2407.4|INSERT
asn4010||sku4010|po_4010|8020.5|2033-02-11|2408|INSERT
asn4011||sku4011|po_4011|8022.5|2033-02-12|2408.6|INSERT
asn4012||sku4012|po_4012|8024.5|2033-02-13|2409.2|INSERT
asn4013||sku4013|po_4013|8026.5|2033-02-14|2409.8|INSERT
asn4014||sku4014|po_4014|8028.5|2033-02-15|2410.4|INSERT
asn4015||sku4015|po_4015|8030.5|2033-02-16|2411|INSERT
asn4016||sku4016|po_4016|8032.5|2033-02-17|2411.6|INSERT
asn4017||sku4017|po_4017|8034.5|2033-02-18|2412.2|INSERT
asn4018||sku4018|po_4018|8036.5|2033-02-19|2412.8|INSERT
asn4019||sku4019|po_4019|8038.5|2033-02-20|2413.4|INSERT
asn4020||sku4020|po_4020|8040.5|2033-02-21|2414|INSERT
asn4021||sku4021|po_4021|8042.5|2033-02-22|2414.6|INSERT
asn4022||sku4022|po_4022|8044.5|2033-02-23|2415.2|INSERT
asn4023||sku4023|po_4023|8046.5|2033-02-24|2415.8|INSERT
asn4024||sku4024|po_4024|8048.5|2033-02-25|2416.4|INSERT
asn4025||sku4025|po_4025|8050.5|2033-02-26|2417|INSERT
asn4026||sku4026|po_4026|8052.5|2033-02-27|2417.6|INSERT
asn4027||sku4027|po_4027|8054.5|2033-02-28|2418.2|INSERT
asn4028||sku4028|po_4028|8056.5|2033-03-01|2418.8|INSERT
asn4029||sku4029|po_4029|8058.5|2033-03-02|2419.4|INSERT
asn4030||sku4030|po_4030|8060.5|2033-03-03|2420|INSERT
asn4031||sku4031|po_4031|8062.5|2033-03-04|2420.6|INSERT
asn4032||sku4032|po_4032|8064.5|2033-03-05|2421.2|INSERT
asn4033||sku4033|po_4033|8066.5|2033-03-06|2421.8|INSERT
asn4034||sku4034|po_4034|8068.5|2033-03-07|2422.4|INSERT
asn4035||sku4035|po_4035|8070.5|2033-03-08|2423|INSERT
asn4036||sku4036|po_4036|8072.5|2033-03-09|2423.6|INSERT
asn4037||sku4037|po_4037|8074.5|2033-03-10|2424.2|INSERT
asn4038||sku4038|po_4038|8076.5|2033-03-11|2424.8|INSERT
asn4039||sku4039|po_4039|8078.5|2033-03-12|2425.4|INSERT
asn4040||sku4040|po_4040|8080.5|2033-03-13|2426|INSERT
asn4041||sku4041|po_4041|8082.5|2033-03-14|2426.6|INSERT
asn4042||sku4042|po_4042|8084.5|2033-03-15|2427.2|INSERT
asn4043||sku4043|po_4043|8086.5|2033-03-16|2427.8|INSERT
asn4044||sku4044|po_4044|8088.5|2033-03-17|2428.4|INSERT
asn4045||sku4045|po_4045|8090.5|2033-03-18|2429|INSERT
asn4046||sku4046|po_4046|8092.5|2033-03-19|2429.6|INSERT
asn4047||sku4047|po_4047|8094.5|2033-03-20|2430.2|INSERT
asn4048||sku4048|po_4048|8096.5|2033-03-21|2430.8|INSERT
asn4049||sku4049|po_4049|8098.5|2033-03-22|2431.4|INSERT
asn4050||sku4050|po_4050|8100.5|2033-03-23|2432|INSERT
asn4051||sku4051|po_4051|8102.5|2033-03-24|2432.6|INSERT
asn4052||sku4052|po_4052|8104.5|2033-03-25|2433.2|INSERT
asn4053||sku4053|po_4053|8106.5|2033-03-26|2433.8|INSERT
asn4054||sku4054|po_4054|8108.5|2033-03-27|2434.4|INSERT
asn4055||sku4055|po_4055|8110.5|2033-03-28|2435|INSERT
asn4056||sku4056|po_4056|8112.5|2033-03-29|2435.6|INSERT
asn4057||sku4057|po_4057|8114.5|2033-03-30|2436.2|INSERT
asn4058||sku4058|po_4058|8116.5|2033-03-31|2436.8|INSERT
asn4059||sku4059|po_4059|8118.5|2033-04-01|2437.4|INSERT
asn4060||sku4060|po_4060|8120.5|2033-04-02|2438|INSERT
asn4061||sku4061|po_4061|8122.5|2033-04-03|2438.6|INSERT
asn4062||sku4062|po_4062|8124.5|2033-04-04|2439.2|INSERT
asn4063||sku4063|po_4063|8126.5|2033-04-05|2439.8|INSERT
asn4064||sku4064|po_4064|8128.5|2033-04-06|2440.4|INSERT
asn4065||sku4065|po_4065|8130.5|2033-04-07|2441|INSERT
asn4066||sku4066|po_4066|8132.5|2033-04-08|2441.6|INSERT
asn4067||sku4067|po_4067|8134.5|2033-04-09|2442.2|INSERT
asn4068||sku4068|po_4068|8136.5|2033-04-10|2442.8|INSERT
asn4069||sku4069|po_4069|8138.5|2033-04-11|2443.4|INSERT
asn4070||sku4070|po_4070|8140.5|2033-04-12|2444|INSERT
asn4071||sku4071|po_4071|8142.5|2033-04-13|2444.6|INSERT
asn4072||sku4072|po_4072|8144.5|2033-04-14|2445.2|INSERT
asn4073||sku4073|po_4073|8146.5|2033-04-15|2445.8|INSERT
asn4074||sku4074|po_4074|8148.5|2033-04-16|2446.4|INSERT
asn4075||sku4075|po_4075|8150.5|2033-04-17|2447|INSERT
asn4076||sku4076|po_4076|8152.5|2033-04-18|2447.6|INSERT
asn4077||sku4077|po_4077|8154.5|2033-04-19|2448.2|INSERT
asn4078||sku4078|po_4078|8156.5|2033-04-20|2448.8|INSERT
asn4079||sku4079|po_4079|8158.5|2033-04-21|2449.4|INSERT
asn4080||sku4080|po_4080|8160.5|2033-04-22|2450|INSERT
asn4081||sku4081|po_4081|8162.5|2033-04-23|2450.6|INSERT
asn4082||sku4082|po_4082|8164.5|2033-04-24|2451.2|INSERT
asn4083||sku4083|po_4083|8166.5|2033-04-25|2451.8|INSERT
asn4084||sku4084|po_4084|8168.5|2033-04-26|2452.4|INSERT
asn4085||sku4085|po_4085|8170.5|2033-04-27|2453|INSERT
asn4086||sku4086|po_4086|8172.5|2033-04-28|2453.6|INSERT
asn4087||sku4087|po_4087|8174.5|2033-04-29|2454.2|INSERT
asn4088||sku4088|po_4088|8176.5|2033-04-30|2454.8|INSERT
asn4089||sku4089|po_4089|8178.5|2033-05-01|2455.4|INSERT
asn4090||sku4090|po_4090|8180.5|2033-05-02|2456|INSERT
asn4091||sku4091|po_4091|8182.5|2033-05-03|2456.6|INSERT
asn4092||sku4092|po_4092|8184.5|2033-05-04|2457.2|INSERT
asn4093||sku4093|po_4093|8186.5|2033-05-05|2457.8|INSERT
asn4094||sku4094|po_4094|8188.5|2033-05-06|2458.4|INSERT
asn4095||sku4095|po_4095|8190.5|2033-05-07|2459|INSERT
asn4096||sku4096|po_4096|8192.5|2033-05-08|2459.6|INSERT
asn4097||sku4097|po_4097|8194.5|2033-05-09|2460.2|INSERT
asn4098||sku4098|po_4098|8196.5|2033-05-10|2460.8|INSERT
asn4099||sku4099|po_4099|8198.5|2033-05-11|2461.4|INSERT
asn4100||sku4100|po_4100|8200.5|2033-05-12|2462|INSERT
asn4101||sku4101|po_4101|8202.5|2033-05-13|2462.6|INSERT
asn4102||sku4102|po_4102|8204.5|2033-05-14|2463.2|INSERT
asn4103||sku4103|po_4103|8206.5|2033-05-15|2463.8|INSERT
asn4104||sku4104|po_4104|8208.5|2033-05-16|2464.4|INSERT
asn4105||sku4105|po_4105|8210.5|2033-05-17|2465|INSERT
asn4106||sku4106|po_4106|8212.5|2033-05-18|2465.6|INSERT
asn4107||sku4107|po_4107|8214.5|2033-05-19|2466.2|INSERT
asn4108||sku4108|po_4108|8216.5|2033-05-20|2466.8|INSERT
asn4109||sku4109|po_4109|8218.5|2033-05-21|2467.4|INSERT
asn4110||sku4110|po_4110|8220.5|2033-05-22|2468|INSERT
asn4111||sku4111|po_4111|8222.5|2033-05-23|2468.6|INSERT
asn4112||sku4112|po_4112|8224.5|2033-05-24|2469.2|INSERT
asn4113||sku4113|po_4113|8226.5|2033-05-25|2469.8|INSERT
asn4114||sku4114|po_4114|8228.5|2033-05-26|2470.4|INSERT
asn4115||sku4115|po_4115|8230.5|2033-05-27|2471|INSERT
asn4116||sku4116|po_4116|8232.5|2033-05-28|2471.6|INSERT
asn4117||sku4117|po_4117|8234.5|2033-05-29|2472.2|INSERT
asn4118||sku4118|po_4118|8236.5|2033-05-30|2472.8|INSERT
asn4119||sku4119|po_4119|8238.5|2033-05-31|2473.4|INSERT
asn4120||sku4120|po_4120|8240.5|2033-06-01|2474|INSERT
asn4121||sku4121|po_4121|8242.5|2033-06-02|2474.6|INSERT
asn4122||sku4122|po_4122|8244.5|2033-06-03|2475.2|INSERT
asn4123||sku4123|po_4123|8246.5|2033-06-04|2475.8|INSERT
asn4124||sku4124|po_4124|8248.5|2033-06-05|2476.4|INSERT
asn4125||sku4125|po_4125|8250.5|2033-06-06|2477|INSERT
asn4126||sku4126|po_4126|8252.5|2033-06-07|2477.6|INSERT
asn4127||sku4127|po_4127|8254.5|2033-06-08|2478.2|INSERT
asn4128||sku4128|po_4128|8256.5|2033-06-09|2478.8|INSERT
asn4129||sku4129|po_4129|8258.5|2033-06-10|2479.4|INSERT
asn4130||sku4130|po_4130|8260.5|2033-06-11|2480|INSERT
asn4131||sku4131|po_4131|8262.5|2033-06-12|2480.6|INSERT
asn4132||sku4132|po_4132|8264.5|2033-06-13|2481.2|INSERT
asn4133||sku4133|po_4133|8266.5|2033-06-14|2481.8|INSERT
asn4134||sku4134|po_4134|8268.5|2033-06-15|2482.4|INSERT
asn4135||sku4135|po_4135|8270.5|2033-06-16|2483|INSERT
asn4136||sku4136|po_4136|8272.5|2033-06-17|2483.6|INSERT
asn4137||sku4137|po_4137|8274.5|2033-06-18|2484.2|INSERT
asn4138||sku4138|po_4138|8276.5|2033-06-19|2484.8|INSERT
asn4139||sku4139|po_4139|8278.5|2033-06-20|2485.4|INSERT
asn4140||sku4140|po_4140|8280.5|2033-06-21|2486|INSERT
asn4141||sku4141|po_4141|8282.5|2033-06-22|2486.6|INSERT
asn4142||sku4142|po_4142|8284.5|2033-06-23|2487.2|INSERT
asn4143||sku4143|po_4143|8286.5|2033-06-24|2487.8|INSERT
asn4144||sku4144|po_4144|8288.5|2033-06-25|2488.4|INSERT
asn4145||sku4145|po_4145|8290.5|2033-06-26|2489|INSERT
asn4146||sku4146|po_4146|8292.5|2033-06-27|2489.6|INSERT
asn4147||sku4147|po_4147|8294.5|2033-06-28|2490.2|INSERT
asn4148||sku4148|po_4148|8296.5|2033-06-29|2490.8|INSERT
asn4149||sku4149|po_4149|8298.5|2033-06-30|2491.4|INSERT
asn4150||sku4150|po_4150|8300.5|2033-07-01|2492|INSERT
asn4151||sku4151|po_4151|8302.5|2033-07-02|2492.6|INSERT
asn4152||sku4152|po_4152|8304.5|2033-07-03|2493.2|INSERT
asn4153||sku4153|po_4153|8306.5|2033-07-04|2493.8|INSERT
asn4154||sku4154|po_4154|8308.5|2033-07-05|2494.4|INSERT
asn4155||sku4155|po_4155|8310.5|2033-07-06|2495|INSERT
asn4156||sku4156|po_4156|8312.5|2033-07-07|2495.6|INSERT
asn4157||sku4157|po_4157|8314.5|2033-07-08|2496.2|INSERT
asn4158||sku4158|po_4158|8316.5|2033-07-09|2496.8|INSERT
asn4159||sku4159|po_4159|8318.5|2033-07-10|2497.4|INSERT
asn4160||sku4160|po_4160|8320.5|2033-07-11|2498|INSERT
asn4161||sku4161|po_4161|8322.5|2033-07-12|2498.6|INSERT
asn4162||sku4162|po_4162|8324.5|2033-07-13|2499.2|INSERT
asn4163||sku4163|po_4163|8326.5|2033-07-14|2499.8|INSERT
asn4164||sku4164|po_4164|8328.5|2033-07-15|2500.4|INSERT
asn4165||sku4165|po_4165|8330.5|2033-07-16|2501|INSERT
asn4166||sku4166|po_4166|8332.5|2033-07-17|2501.6|INSERT
asn4167||sku4167|po_4167|8334.5|2033-07-18|2502.2|INSERT
asn4168||sku4168|po_4168|8336.5|2033-07-19|2502.8|INSERT
asn4169||sku4169|po_4169|8338.5|2033-07-20|2503.4|INSERT
asn4170||sku4170|po_4170|8340.5|2033-07-21|2504|INSERT
asn4171||sku4171|po_4171|8342.5|2033-07-22|2504.6|INSERT
asn4172||sku4172|po_4172|8344.5|2033-07-23|2505.2|INSERT
asn4173||sku4173|po_4173|8346.5|2033-07-24|2505.8|INSERT
asn4174||sku4174|po_4174|8348.5|2033-07-25|2506.4|INSERT
asn4175||sku4175|po_4175|8350.5|2033-07-26|2507|INSERT
asn4176||sku4176|po_4176|8352.5|2033-07-27|2507.6|INSERT
asn4177||sku4177|po_4177|8354.5|2033-07-28|2508.2|INSERT
asn4178||sku4178|po_4178|8356.5|2033-07-29|2508.8|INSERT
asn4179||sku4179|po_4179|8358.5|2033-07-30|2509.4|INSERT
asn4180||sku4180|po_4180|8360.5|2033-07-31|2510|INSERT
asn4181||sku4181|po_4181|8362.5|2033-08-01|2510.6|INSERT
asn4182||sku4182|po_4182|8364.5|2033-08-02|2511.2|INSERT
asn4183||sku4183|po_4183|8366.5|2033-08-03|2511.8|INSERT
asn4184||sku4184|po_4184|8368.5|2033-08-04|2512.4|INSERT
asn4185||sku4185|po_4185|8370.5|2033-08-05|2513|INSERT
asn4186||sku4186|po_4186|8372.5|2033-08-06|2513.6|INSERT
asn4187||sku4187|po_4187|8374.5|2033-08-07|2514.2|INSERT
asn4188||sku4188|po_4188|8376.5|2033-08-08|2514.8|INSERT
asn4189||sku4189|po_4189|8378.5|2033-08-09|2515.4|INSERT
asn4190||sku4190|po_4190|8380.5|2033-08-10|2516|INSERT
asn4191||sku4191|po_4191|8382.5|2033-08-11|2516.6|INSERT
asn4192||sku4192|po_4192|8384.5|2033-08-12|2517.2|INSERT
asn4193||sku4193|po_4193|8386.5|2033-08-13|2517.8|INSERT
asn4194||sku4194|po_4194|8388.5|2033-08-14|2518.4|INSERT
asn4195||sku4195|po_4195|8390.5|2033-08-15|2519|INSERT
asn4196||sku4196|po_4196|8392.5|2033-08-16|2519.6|INSERT
asn4197||sku4197|po_4197|8394.5|2033-08-17|2520.2|INSERT
asn4198||sku4198|po_4198|8396.5|2033-08-18|2520.8|INSERT
asn4199||sku4199|po_4199|8398.5|2033-08-19|2521.4|INSERT
asn4200||sku4200|po_4200|8400.5|2033-08-20|2522|INSERT
asn4201||sku4201|po_4201|8402.5|2033-08-21|2522.6|INSERT
asn4202||sku4202|po_4202|8404.5|2033-08-22|2523.2|INSERT
asn4203||sku4203|po_4203|8406.5|2033-08-23|2523.8|INSERT
asn4204||sku4204|po_4204|8408.5|2033-08-24|2524.4|INSERT
asn4205||sku4205|po_4205|8410.5|2033-08-25|2525|INSERT
asn4206||sku4206|po_4206|8412.5|2033-08-26|2525.6|INSERT
asn4207||sku4207|po_4207|8414.5|2033-08-27|2526.2|INSERT
asn4208||sku4208|po_4208|8416.5|2033-08-28|2526.8|INSERT
asn4209||sku4209|po_4209|8418.5|2033-08-29|2527.4|INSERT
asn4210||sku4210|po_4210|8420.5|2033-08-30|2528|INSERT
asn4211||sku4211|po_4211|8422.5|2033-08-31|2528.6|INSERT
asn4212||sku4212|po_4212|8424.5|2033-09-01|2529.2|INSERT
asn4213||sku4213|po_4213|8426.5|2033-09-02|2529.8|INSERT
asn4214||sku4214|po_4214|8428.5|2033-09-03|2530.4|INSERT
asn4215||sku4215|po_4215|8430.5|2033-09-04|2531|INSERT
asn4216||sku4216|po_4216|8432.5|2033-09-05|2531.6|INSERT
asn4217||sku4217|po_4217|8434.5|2033-09-06|2532.2|INSERT
asn4218||sku4218|po_4218|8436.5|2033-09-07|2532.8|INSERT
asn4219||sku4219|po_4219|8438.5|2033-09-08|2533.4|INSERT
asn4220||sku4220|po_4220|8440.5|2033-09-09|2534|INSERT
asn4221||sku4221|po_4221|8442.5|2033-09-10|2534.6|INSERT
asn4222||sku4222|po_4222|8444.5|2033-09-11|2535.2|INSERT
asn4223||sku4223|po_4223|8446.5|2033-09-12|2535.8|INSERT
asn4224||sku4224|po_4224|8448.5|2033-09-13|2536.4|INSERT
asn4225||sku4225|po_4225|8450.5|2033-09-14|2537|INSERT
asn4226||sku4226|po_4226|8452.5|2033-09-15|2537.6|INSERT
asn4227||sku4227|po_4227|8454.5|2033-09-16|2538.2|INSERT
asn4228||sku4228|po_4228|8456.5|2033-09-17|2538.8|INSERT
asn4229||sku4229|po_4229|8458.5|2033-09-18|2539.4|INSERT
asn4230||sku4230|po_4230|8460.5|2033-09-19|2540|INSERT
asn4231||sku4231|po_4231|8462.5|2033-09-20|2540.6|INSERT
asn4232||sku4232|po_4232|8464.5|2033-09-21|2541.2|INSERT
asn4233||sku4233|po_4233|8466.5|2033-09-22|2541.8|INSERT
asn4234||sku4234|po_4234|8468.5|2033-09-23|2542.4|INSERT
asn4235||sku4235|po_4235|8470.5|2033-09-24|2543|INSERT
asn4236||sku4236|po_4236|8472.5|2033-09-25|2543.6|INSERT
asn4237||sku4237|po_4237|8474.5|2033-09-26|2544.2|INSERT
asn4238||sku4238|po_4238|8476.5|2033-09-27|2544.8|INSERT
asn4239||sku4239|po_4239|8478.5|2033-09-28|2545.4|INSERT
asn4240||sku4240|po_4240|8480.5|2033-09-29|2546|INSERT
asn4241||sku4241|po_4241|8482.5|2033-09-30|2546.6|INSERT
asn4242||sku4242|po_4242|8484.5|2033-10-01|2547.2|INSERT
asn4243||sku4243|po_4243|8486.5|2033-10-02|2547.8|INSERT
asn4244||sku4244|po_4244|8488.5|2033-10-03|2548.4|INSERT
asn4245||sku4245|po_4245|8490.5|2033-10-04|2549|INSERT
asn4246||sku4246|po_4246|8492.5|2033-10-05|2549.6|INSERT
asn4247||sku4247|po_4247|8494.5|2033-10-06|2550.2|INSERT
asn4248||sku4248|po_4248|8496.5|2033-10-07|2550.8|INSERT
asn4249||sku4249|po_4249|8498.5|2033-10-08|2551.4|INSERT
asn4250||sku4250|po_4250|8500.5|2033-10-09|2552|INSERT
asn4251||sku4251|po_4251|8502.5|2033-10-10|2552.6|INSERT
asn4252||sku4252|po_4252|8504.5|2033-10-11|2553.2|INSERT
asn4253||sku4253|po_4253|8506.5|2033-10-12|2553.8|INSERT
asn4254||sku4254|po_4254|8508.5|2033-10-13|2554.4|INSERT
asn4255||sku4255|po_4255|8510.5|2033-10-14|2555|INSERT
asn4256||sku4256|po_4256|8512.5|2033-10-15|2555.6|INSERT
asn4257||sku4257|po_4257|8514.5|2033-10-16|2556.2|INSERT
asn4258||sku4258|po_4258|8516.5|2033-10-17|2556.8|INSERT
asn4259||sku4259|po_4259|8518.5|2033-10-18|2557.4|INSERT
asn4260||sku4260|po_4260|8520.5|2033-10-19|2558|INSERT
asn4261||sku4261|po_4261|8522.5|2033-10-20|2558.6|INSERT
asn4262||sku4262|po_4262|8524.5|2033-10-21|2559.2|INSERT
asn4263||sku4263|po_4263|8526.5|2033-10-22|2559.8|INSERT
asn4264||sku4264|po_4264|8528.5|2033-10-23|2560.4|INSERT
asn4265||sku4265|po_4265|8530.5|2033-10-24|2561|INSERT
asn4266||sku4266|po_4266|8532.5|2033-10-25|2561.6|INSERT
asn4267||sku4267|po_4267|8534.5|2033-10-26|2562.2|INSERT
asn4268||sku4268|po_4268|8536.5|2033-10-27|2562.8|INSERT
asn4269||sku4269|po_4269|8538.5|2033-10-28|2563.4|INSERT
asn4270||sku4270|po_4270|8540.5|2033-10-29|2564|INSERT
asn4271||sku4271|po_4271|8542.5|2033-10-30|2564.6|INSERT
asn4272||sku4272|po_4272|8544.5|2033-10-31|2565.2|INSERT
asn4273||sku4273|po_4273|8546.5|2033-11-01|2565.8|INSERT
asn4274||sku4274|po_4274|8548.5|2033-11-02|2566.4|INSERT
asn4275||sku4275|po_4275|8550.5|2033-11-03|2567|INSERT
asn4276||sku4276|po_4276|8552.5|2033-11-04|2567.6|INSERT
asn4277||sku4277|po_4277|8554.5|2033-11-05|2568.2|INSERT
asn4278||sku4278|po_4278|8556.5|2033-11-06|2568.8|INSERT
asn4279||sku4279|po_4279|8558.5|2033-11-07|2569.4|INSERT
asn4280||sku4280|po_4280|8560.5|2033-11-08|2570|INSERT
asn4281||sku4281|po_4281|8562.5|2033-11-09|2570.6|INSERT
asn4282||sku4282|po_4282|8564.5|2033-11-10|2571.2|INSERT
asn4283||sku4283|po_4283|8566.5|2033-11-11|2571.8|INSERT
asn4284||sku4284|po_4284|8568.5|2033-11-12|2572.4|INSERT
asn4285||sku4285|po_4285|8570.5|2033-11-13|2573|INSERT
asn4286||sku4286|po_4286|8572.5|2033-11-14|2573.6|INSERT
asn4287||sku4287|po_4287|8574.5|2033-11-15|2574.2|INSERT
asn4288||sku4288|po_4288|8576.5|2033-11-16|2574.8|INSERT
asn4289||sku4289|po_4289|8578.5|2033-11-17|2575.4|INSERT
asn4290||sku4290|po_4290|8580.5|2033-11-18|2576|INSERT
asn4291||sku4291|po_4291|8582.5|2033-11-19|2576.6|INSERT
asn4292||sku4292|po_4292|8584.5|2033-11-20|2577.2|INSERT
asn4293||sku4293|po_4293|8586.5|2033-11-21|2577.8|INSERT
asn4294||sku4294|po_4294|8588.5|2033-11-22|2578.4|INSERT
asn4295||sku4295|po_4295|8590.5|2033-11-23|2579|INSERT
asn4296||sku4296|po_4296|8592.5|2033-11-24|2579.6|INSERT
asn4297||sku4297|po_4297|8594.5|2033-11-25|2580.2|INSERT
asn4298||sku4298|po_4298|8596.5|2033-11-26|2580.8|INSERT
asn4299||sku4299|po_4299|8598.5|2033-11-27|2581.4|INSERT
asn4300||sku4300|po_4300|8600.5|2033-11-28|2582|INSERT
asn4301||sku4301|po_4301|8602.5|2033-11-29|2582.6|INSERT
asn4302||sku4302|po_4302|8604.5|2033-11-30|2583.2|INSERT
asn4303||sku4303|po_4303|8606.5|2033-12-01|2583.8|INSERT
asn4304||sku4304|po_4304|8608.5|2033-12-02|2584.4|INSERT
asn4305||sku4305|po_4305|8610.5|2033-12-03|2585|INSERT
asn4306||sku4306|po_4306|8612.5|2033-12-04|2585.6|INSERT
asn4307||sku4307|po_4307|8614.5|2033-12-05|2586.2|INSERT
asn4308||sku4308|po_4308|8616.5|2033-12-06|2586.8|INSERT
asn4309||sku4309|po_4309|8618.5|2033-12-07|2587.4|INSERT
asn4310||sku4310|po_4310|8620.5|2033-12-08|2588|INSERT
asn4311||sku4311|po_4311|8622.5|2033-12-09|2588.6|INSERT
asn4312||sku4312|po_4312|8624.5|2033-12-10|2589.2|INSERT
asn4313||sku4313|po_4313|8626.5|2033-12-11|2589.8|INSERT
asn4314||sku4314|po_4314|8628.5|2033-12-12|2590.4|INSERT
asn4315||sku4315|po_4315|8630.5|2033-12-13|2591|INSERT
asn4316||sku4316|po_4316|8632.5|2033-12-14|2591.6|INSERT
asn4317||sku4317|po_4317|8634.5|2033-12-15|2592.2|INSERT
asn4318||sku4318|po_4318|8636.5|2033-12-16|2592.8|INSERT
asn4319||sku4319|po_4319|8638.5|2033-12-17|2593.4|INSERT
asn4320||sku4320|po_4320|8640.5|2033-12-18|2594|INSERT
asn4321||sku4321|po_4321|8642.5|2033-12-19|2594.6|INSERT
asn4322||sku4322|po_4322|8644.5|2033-12-20|2595.2|INSERT
asn4323||sku4323|po_4323|8646.5|2033-12-21|2595.8|INSERT
asn4324||sku4324|po_4324|8648.5|2033-12-22|2596.4|INSERT
asn4325||sku4325|po_4325|8650.5|2033-12-23|2597|INSERT
asn4326||sku4326|po_4326|8652.5|2033-12-24|2597.6|INSERT
asn4327||sku4327|po_4327|8654.5|2033-12-25|2598.2|INSERT
asn4328||sku4328|po_4328|8656.5|2033-12-26|2598.8|INSERT
asn4329||sku4329|po_4329|8658.5|2033-12-27|2599.4|INSERT
asn4330||sku4330|po_4330|8660.5|2033-12-28|2600|INSERT
asn4331||sku4331|po_4331|8662.5|2033-12-29|2600.6|INSERT
asn4332||sku4332|po_4332|8664.5|2033-12-30|2601.2|INSERT
asn4333||sku4333|po_4333|8666.5|2033-12-31|2601.8|INSERT
asn4334||sku4334|po_4334|8668.5|2034-01-01|2602.4|INSERT
asn4335||sku4335|po_4335|8670.5|2034-01-02|2603|INSERT
asn4336||sku4336|po_4336|8672.5|2034-01-03|2603.6|INSERT
asn4337||sku4337|po_4337|8674.5|2034-01-04|2604.2|INSERT
asn4338||sku4338|po_4338|8676.5|2034-01-05|2604.8|INSERT
asn4339||sku4339|po_4339|8678.5|2034-01-06|2605.4|INSERT
asn4340||sku4340|po_4340|8680.5|2034-01-07|2606|INSERT
asn4341||sku4341|po_4341|8682.5|2034-01-08|2606.6|INSERT
asn4342||sku4342|po_4342|8684.5|2034-01-09|2607.2|INSERT
asn4343||sku4343|po_4343|8686.5|2034-01-10|2607.8|INSERT
asn4344||sku4344|po_4344|8688.5|2034-01-11|2608.4|INSERT
asn4345||sku4345|po_4345|8690.5|2034-01-12|2609|INSERT
asn4346||sku4346|po_4346|8692.5|2034-01-13|2609.6|INSERT
asn4347||sku4347|po_4347|8694.5|2034-01-14|2610.2|INSERT
asn4348||sku4348|po_4348|8696.5|2034-01-15|2610.8|INSERT
asn4349||sku4349|po_4349|8698.5|2034-01-16|2611.4|INSERT
asn4350||sku4350|po_4350|8700.5|2034-01-17|2612|INSERT
asn4351||sku4351|po_4351|8702.5|2034-01-18|2612.6|INSERT
asn4352||sku4352|po_4352|8704.5|2034-01-19|2613.2|INSERT
asn4353||sku4353|po_4353|8706.5|2034-01-20|2613.8|INSERT
asn4354||sku4354|po_4354|8708.5|2034-01-21|2614.4|INSERT
asn4355||sku4355|po_4355|8710.5|2034-01-22|2615|INSERT
asn4356||sku4356|po_4356|8712.5|2034-01-23|2615.6|INSERT
asn4357||sku4357|po_4357|8714.5|2034-01-24|2616.2|INSERT
asn4358||sku4358|po_4358|8716.5|2034-01-25|2616.8|INSERT
asn4359||sku4359|po_4359|8718.5|2034-01-26|2617.4|INSERT
asn4360||sku4360|po_4360|8720.5|2034-01-27|2618|INSERT
asn4361||sku4361|po_4361|8722.5|2034-01-28|2618.6|INSERT
asn4362||sku4362|po_4362|8724.5|2034-01-29|2619.2|INSERT
asn4363||sku4363|po_4363|8726.5|2034-01-30|2619.8|INSERT
asn4364||sku4364|po_4364|8728.5|2034-01-31|2620.4|INSERT
asn4365||sku4365|po_4365|8730.5|2034-02-01|2621|INSERT
asn4366||sku4366|po_4366|8732.5|2034-02-02|2621.6|INSERT
asn4367||sku4367|po_4367|8734.5|2034-02-03|2622.2|INSERT
asn4368||sku4368|po_4368|8736.5|2034-02-04|2622.8|INSERT
asn4369||sku4369|po_4369|8738.5|2034-02-05|2623.4|INSERT
asn4370||sku4370|po_4370|8740.5|2034-02-06|2624|INSERT
asn4371||sku4371|po_4371|8742.5|2034-02-07|2624.6|INSERT
asn4372||sku4372|po_4372|8744.5|2034-02-08|2625.2|INSERT
asn4373||sku4373|po_4373|8746.5|2034-02-09|2625.8|INSERT
asn4374||sku4374|po_4374|8748.5|2034-02-10|2626.4|INSERT
asn4375||sku4375|po_4375|8750.5|2034-02-11|2627|INSERT
asn4376||sku4376|po_4376|8752.5|2034-02-12|2627.6|INSERT
asn4377||sku4377|po_4377|8754.5|2034-02-13|2628.2|INSERT
asn4378||sku4378|po_4378|8756.5|2034-02-14|2628.8|INSERT
asn4379||sku4379|po_4379|8758.5|2034-02-15|2629.4|INSERT
asn4380||sku4380|po_4380|8760.5|2034-02-16|2630|INSERT
asn4381||sku4381|po_4381|8762.5|2034-02-17|2630.6|INSERT
asn4382||sku4382|po_4382|8764.5|2034-02-18|2631.2|INSERT
